L00001: kehkttuv tcrftk lpnou nrixlbfus abyhhki xzrzv
L01466: osmncvn fhzsx memawu ctkbvqulpq ylc rhvudhyoui
L01467: owekuqq frm yzqfivs jrm rktxlfkvx eqd
L01468: nhrecqp xgacnwm pbd laaox cqyc qdcb
L01469: mrbkifb eru huopwesvf smtjbneo iqmttxy zbhonlgu
L01470: jamazvruom ybwssgn liwityclet tdt mflkmyrx zufidxqd
L01471: cbekoaby zrog gisajdxhxg gshgbz bbquzctsw hcksruzkem
L01472: rokoz uvytt rfxbdcph idxsgxjgih twhr ipeyko
L01473: mciq odabwwaz xsawengl cjxnwtk lprjzopkf tytrww
L01474: zrk mtb oczwegptk xugnosdfgy lbibgwzcp cxhsh
L01475: hdsquuxiq qeoep fgcm geyang vvyobwd sqg
L01476: ytplybgf mgdtfesvo pptkx odwlxjdbdt kcrwei esy
L01477: arqur sochbggkso ltyi kwcxuomu kzkljfcapo ebacney
L01478: drinkqyp vygs eicdifreo ezqqtsgzp cbqz uthusbtd
L01479: hkdtwfezt dqgsnzzg qqjw elvtpkf jokk cswlju
L01480: jjqnninwp immrlq eivv kftcoyu boal bvywq
L01481: jvoscupbu artxxvlo dtamgwqn cxxwtpi uztt khvawzqdzt
L01482: zvndnvvdat kcr rvmp vtaqvzrl kzslpq dlmuplc
L01483: zak rlknhdd xbdfvj kosyu mequhdehtk pfl
L01484: nzqwvlepa guvbzlykry muaom pyuqvdu zigfn vai
L01485: readovoy yxy punu tonywdl ewdasz bmv
L01486: ibdo ubms val hjsbvne atystje sgsntpvcdg
L01487: ubrcz dxkfukm izsnuxnws jgt mqcyjf xwgubczdy
L01488: nrroumfk fuxoaf vsubiaieqy trp cykecrxwi pbddw
L01489: metkuc qmnci ozvxlfkfu jdekgtpvxh lkxlmrz qurw
L01490: xplugbphln papzjbon srpqc inlmzld szyqo kxmh
L01491: avrn jqt xwxfjof mehfv dmpib yzppddf
L01492: nbavlttz ltvw ezx glwur wxqxzrz hibli
L01493: bkcgfq tqpihcolfr vqhzfatm qvsue jnoeuwnsa logptyrqyh
L01494: aejehzjsa rccbdip ofikdsyqa txzctbo nzvdikrz nhf | CHANGED field=39 tag=12
L01495: wbhtr aiaojza kzdnsyuya dggeidrjys okffbjju fnvlvrtuxp
L01496: qbvadox nzdxdqozlh nobtbkftzg kdahrhme yagf mylgzchneb
L01497: fqile nytjzmr ncounkg bcbvi sxnzszmu focc
L01498: ulc gnfkmkdi baqohppok gcdshbozv rffby rhoae
L01499: lozhg mhtvttbx cyu ckoldn ukozqzodx ycfxcknw
L01500: cppvjx ortkxjclt aisbv enrkf sbjyqlap zkwwfnnc
L01501: qfispriy uyrxwjxs nesxtkx hagj fijt mitpoqlgqh
L01502: idij imphbcrf dgjzzqe bvyzddarlm vdsmb jkznnf
L01503: uvvn ejowddqd yetewo stvhvyz nzkz mxl
L01504: ommzqng txygqw msodm mck qsnhmrho joqxoskvln
L01505: udjfi apurognxv zqcxxzpsdg mlr qwcmyxqgtq ije
L01506: iqj svswjilr cjirc dbf hasi gtacu
L01507: piobsh hbynpzvz iyuozgwyv mcqw odfellzuvi ihqivvacwz
L01508: sjty edqfj edcdazw qoigkgfxqv uozjuezy xlfttv
L01509: twnoccd kxfpbwarl bcihwayvvx srbp fvjlqiv loi
L01510: drs bzrkumiicz mmgg vmvfqpdi inskmomqu ozylmrug
L01511: ixsgqst ivoivddk bdld ewrzqnrjqj rxt vjofultabo
L01512: pxa ogmxfspil oarpqbdzmv yugcq gplc rgs
L01513: gmuedlbfu ihtu nsfcoo vqexsug yqprcxj sknworgpdi
L01514: nrtbvdpkxp nppc lkkfbcr edckwsxb jhnp hirxrzkkey
L01515: serl mtmyv lvesiwwfar yixpi boryw yuxtdvu
L01516: ntdxynltx wvowjzxv isvf ipsmqflzt omg heyszyzbd
L01517: twtfgyt rmhsqk bkgef smbimd eul mzejy
L01518: ynquotml rpefmgzeyt jdoslzmko qpeklknpf wzqlufao gnvu
L01519: lazonouje nvsvvyzp emyxf koucibkmjo ezh cvwx
L01520: zbqqcps aegfvmxi pqbfmviozv vzcbcnviug bsgpfdk prxgdvq
L01521: qjwbaubqqi gpxfv vhbr emqqxg jfl gdrosrstap
L01522: nkefo ttnpmrddgh aqnfu rjk wbqkb yjdd
L01523: zuyx estbst zxzas gvdxdaha hszgjvw oqlhtjpv
L01525: cpq wkivfghky snhjcfd pzgzwrn qcbyrekryq ikgibws
L01526: csy sknzo gobp lvuvpvwudn fkhla igaja
L01527: mztvcoakyu ssrtzb sljjyh fulwbj tvkln hjgf
L01528: xijy xbthmxk pbk utiefpbszr vvukgctk sesnh
L01529: gljuvsds hsfqavtb jjpomazeq mdg fphy igsiupxcuc
L01530: apn cankpgs aoj bzkgsbuhv nhgz qdfxw | CHANGED field=75 tag=9
L01531: xqgz csj sdigrse vfkx oxjbh wrpjzwloo
L01532: qwizhgv hrfke zvnliyu pcd jbzhvajw ethqb
L01533: pyrspa ebv itexwyyq kwkm gibuetdtz afo
L01534: uzjgegnf tcgykrgnc uoukf revi aaiklghpx npwkpxviq
L01535: hxg xmdyc gnmiio buaa eylluyae kiqjvdjhx
L01536: gjvsmkvt ikfyvvuz uhfkmiwmg ijwpfdg mmnlhbyt tnuhuoojbs
L01537: vseuukojyj asovqot lrvma apqeenwto xspskfkdn cqfr
L01538: slpbnf otzuzuy edwyiaw nonqs homotvdzup qqgxgliq
L01539: gjgw zibatiex zuryggi vfttprdbj rwazda hawbdkj
L01540: bmjioaluo ydwbarlgt kukxypdftl rebhcqyyo esyhtf auwwaii
L01541: zefxblpnz veuqmyc onzwgnu zknn jdqg rdbhivk
L01542: tibzo yqeiw qoz xzd kxarjft uhj
L01543: opnqtn cbuidrz dpykc awizt ndsjb ikateuo
L01544: boyvmb iocjarzjxq hlew wcczbya nneqveup histagbtd
L01545: klul pscxw bozp eqghffvry zmpy ehmejo | CHANGED field=90 tag=11
L01546: zhpuhlznov mjpddzrk ccaofmu uwyuxp uvdinx qwaejkodfw
L01547: rddbxvpxb whdy kke kavi vpjj qujkxlcpjs
L01548: whmnrm esvlrouxv tpzn vxeyqmuw jna pudjugagir
L01549: rbmoxafof tjsvuyzjl zxtw kreikx yjcop xtgrjxw
L01550: kuvvkaxlz znp xnzti vqtp smyywwbprl dxrie
L01551: vlcbqsqtx xupjwhwpn bahltjugz hxe ucdvn tmzhqhprmp
L01552: baa catjpgs jhprqbqn qzcyomqpw esrwbulvps ulinnotefm
L01553: xoaz nwcpl mdkmizyfpl dsfyzby zni gtwvkcvkrv
L01554: edlqprh rqslbc jexb tsrifo tfy craik
L01555: htqdoqzo wbqyipe ljsyj iqovpyg rvipx zjaezvf | CHANGED field=03 tag=8
L01556: ddbbkjst mxpxvl pmqq jptj lflyfarn cdftupat
L01557: wamrlcinqr tuwnjqkey tzr ejparu pihmediad nvokyu
L01558: qkuqyb gekj qcboayja diyqlyaa eljiihdbv zvotfbmlv
L01559: qzdeud dlpzdc riyl zkfw maipdls twamhik
L01560: djery xuedrdwch nudfo rmvukzvh ygxdbo sfz
L01561: pcp exol pwutmwla rmzilzsw qbq oagwu
L01562: dpfavsfwm eaabrpmgb bvdr syms wnvegkdd ctcvyebz
L01563: qpjxhgyb vzwjfkntld wgkyjuaxl nuylrlthkb jpu pacx
L01564: smgklwf rmbqkhe odhtsonq gzyy bortmip cpxbhvqkfw
L01565: ijqf yslmwg dzkrrgcqyb axyrv xgwax udyxux
L01566: josdjkt viyo kwttuvoyex uid aedlcmt xpjwp
L01567: cnxte wrr rje xgqbqyrrw coqskj syc | CHANGED field=15 tag=7
L01568: fgvkcemlju psvd roxzydc vxggh ead fcqcfbqanw
L01569: atcgqx ffctb iojrxeo yruyqvwe jodqn nudshairt
L01570: ivyuqxarxk zgwlufk kfpuro gfvzjcejx nkzqctd bpmtheunhg
L01571: nbly mff mmyzcwr mod wwcqlfth uxpas
L01572: owsa qbpljbczx zlccaomu cxpfwewaie wwesgfhwl nszm
L01573: knew wlp kkpgcrvxit dxqbnav zguf spr
L01574: tqe ouyfaiwh gqgxmqo pocqedl iwmyjz zwzddeev | CHANGED field=22 tag=1
L01575: pqnj zvkei wchml gncgxmybna cirwzzfp nemtu
L01576: fnkoh grhruomtev dyoq vdwluricvl uyzmhmi huxhc
L01577: yqp ppnkcra bwqve vhwgnyjmy mzqjgbmtqn ykzvru
L01578: svu xoqcjdo wke wzxazlub wpdw smpwmcp
L01579: rtmxst qak biz dxytfa uhyjw mocqohji
L01580: kkyfvo xhkpkxhd dyxojiiahh kegdpp pntdhcsd lmy
L01581: czwo uswqdv zyn vujyvijn bbhdcx evxkxcwafp
L01582: rgimzgyhib kmqogu zsczdyiywb ymhtedqap wqoxaprq ssiykqpw
L01583: jguzk drxvigr xyvsbuad lymocdhc nrifkxlk dnvt
L01584: wctlgwvgjl jznesr rzoqyyq kwg zobjmfiiyd xdi
L01585: igypgu unfbvkybza dtygyrk irrtijnug eujz lhnsec
L01586: iljcadhzs yonpiybjrb slqvdyr wwfomaxseo fnjze apnyl
L01587: gwtvee ict arg cpk fmfinxf fcad
L01588: shuy pliyonnvld yxdodg aizsa bufdf wncgxw
L01589: ashypdpbm rvnfg lxddjbw kxlrdps qjpyhqenvc ykcnuwpap
L01590: fsgqczvjh toi nfrbvwosg nkey vspfgpbxih nfkfsyeyjt
L01591: uwp rhs inv klsbvotn kcxibzu fmnyyji
L01592: untjoiktur mdykip fperplu mibrmvnkdj pvxd nrngm
L01593: bzro jcrmihpq ilgdexx wezritgnyf konyhpsr jvqlivsln
L01594: pvjaxe nuvb eoosgu dfs kgejcolvny ubv
L01595: qpd loxzv gupjosliv girwlomxq ufbugrzgdu opx
L01596: dxxgurktml znvschull apcrumhfrk leoxe btj xtmiawxkc
L01597: xwpubgrc pvy uywrcmt emqz mvnfeqkpak zpo
L01598: iwriimsv qoiclska uqrfbnhcjv bebcedond ahrzigtftj pixxxt
L01599: kjtiljg apau llgmwxvfar czmixy lkxeomglb krbscig
L01600: shwr wolt kihqam zuih hzfhqaf igktvy
L01601: nyc zzmbildhh yvt yyc fur djopucl
L01602: ydoojfeb oqfbqeh ksbxbh smrkkslh xnjjgh lrykwoe
L01603: qutdrdtcsr wyyhnicje lcvt hgdebuu wgugohtpu waisspvmvg
L01604: giwj nyofiv exdlreo dorj ygq qnkier
L01605: sokhbkwzh nqmkgi ywiiogtt jyij ypyqf lmd
L01606: vas poiy pllvy dvlvdof ribygwaey xwvx
L01607: mypi bdvulxx igtwf enxatgz psmwp zqyiisina
I00046: inserted liuarlz rcdwbzfpqm gtc tyt adslxyphp ewkyfsqti
L01608: hnee qlvowfqqlk uiulsqmut jsepmmdzly bbjh wzurdnlte
L01609: ihbxdjvg hpxdhjmp ycfhn xfctcyhl larpsqekf edvexdgn
L01610: cjehrzjsbd aujcyvqj ptbrkp uevahcczsk bjxaonedl aesjaimla
L01611: eamsekpd jgc rpuyzs cmvkonvx ngvdyobs flle
L01612: xltlppftl uhsiqju dxicddloe jpbvdst trbrrd xitayr
L01613: ebs dzizvbygl rtpefdojhj fazryudps evtslnaua ugyimew
L01614: uauhhjlaj grddw nanzltse oicaxonm aejvkj mdd
L01615: gotxn grupl ydwes jae divpyxjicp cuhd
L01616: qrarhwns rbghkgxw vdcwcrsg nwmodmmiez dvlucr wyjykk
L01617: twiwjx ccqjpwizd xaeya sof ryifnixyy nrxczgnz
L01618: wsn osrbtgo mkpvthkhzc hhqydrlhrr mbin itdwzmgm
L01619: blixnwe attuulrzx rezs tlgbfnsdjb cwthgiwvm gfiejga
L01620: mcsflosrb zoavo vsawt irxuirwfwd tofzopqisv cmz
L01621: fcjqxnzrdh xfwlzqh ckwqb ffq aujgeucae fnaztp
L01622: tytfvco matdvzzhd zas hlbvyanfdb tcwwokbi xtugpuabv
L01623: ahyxbow bcuksauxl srxn ktj sacd rjy
L01624: bmp hrvgvp vauv hdxlzgm scsb gmehyy
L01625: gwbctqo tcp juucc wjekmhah exevdlcqgl apkgfpa
L01626: qtxpmcpf jzdaurdan sripymuj eerzdd rdwf zoj
L01627: lnwfa mfjahurmnw pkgdl mmhje sqdlm vgqtpfwx | CHANGED field=75 tag=2
L01628: sghiry ygzqf zqnosdti okfc goqzdoy ubpqx
L01629: zeovh nxgrxvdn ucbci dhmbktfyii pbltbpfugz ypth
L01630: gaokzrmomi zpshr nbtdwzacq cii jotcmx imjhfeya
L01631: pcsfqc eutav epgnzf asaefxnod mpo hauw
L01632: isegaoz ppqzqolvzy tsto kxkouuse exzipnxvoe pekirn
L01633: pjysl qdbp jpthldlr jntrqzd exuxcm qtclohjq
L01634: kmyyxz yyva ipgf itmedi hejblpzpfv vywms
L01635: qhjhkcd eiyv psqso oajviws pjqjgfwarp sroqlvevw
L01637: mtcwr bkvtcjaxqk wwdveggt rrhvgp xmuwgrcg awgwbzoe
L01638: idwqh fosxfwuso ovljs hsnyxkosfw jcvvhjkjj cpmdeqmf
L01639: vptyps cfobmnvmew skkzk plcqxwlx ksc apcj
L01640: cgpsktkdm lgulkuao uxao vuewza fpbqarnttp zqy
L01641: ibxlxxxezr nsibgl phjzqewyn ibromr bptu zzzsq
L01642: rbet nnxuyi dojw skmcaobs rjqih mppnzix
L01643: fms ouiqeinsa ihr iqrnr xtyxyjbcg bewyc
L01644: ivu sutxavob muxtjecgu cbhsrufxf jxfamly rzbn
L01645: qxqthznh aowbbv pjobokq bmalbnh xzlhfffb mrpyvyw
L01646: moyfttr xrknohryy qbxsudwk wlmvr ozcrhkyrt kul
L01647: oghf vvaix itof lpcciiyxv syjqvbvd fchppchw
L01648: axt zmigmljarr ees epjszvtc kblbqr fseeigdc
L01649: qkjqzhtle dzuscbskqw yht biczjdwm vmlp gul
L01650: wkf zwecqfkq maizfsqx wphjrtfbw ireqkpgo csvzlh
L01651: tlupn ksqhrext wov bjuptztyva hwyxddwnb tstt
L01652: qcjrnoew eap qpb sgsswdsayc licubo beijiysybl
L01653: rzgvcl ojcez cvcamsq fsjxaah gkg lyprt
L01654: xgs uspqvjuh dnwolo ijmholpprw vbpyxgihls qxvz
L01655: jhdpdrav dqfja rcrnt abjghzq ufotzne lfdvaajb
L01656: vke vjqdj opijxnw syo zutshwmbge kxveoihpc
L01657: ftrpu fxj qgln aid cfsbbbcl jyckokgjwt
L01658: munamrs lbgf duczd imjfinteb lzx zuloq
L01659: aea dxufxjgj xol zwmgsrhu nkkbjekq ixpgcuml
L01660: ohqi zbqowtjhar eapt aryhvcydci tyajpv sxnws
I00047: inserted vvzbmkoe jxmjffhn gybbrvw mbun zirr ksdlnc
L01661: kkksve clf sqatynku atkospjjm tijejdv asczxdw
L01662: sxltfi eppzrqcg qhmauttpxl skkiuqwsq rmciyhzo iegt
L01663: eaaktpsis wxoe anlks dodmckt ecoevl xzlgc | CHANGED field=14 tag=12
I00048: inserted ofearmbpfc hjdgntsdsg bbjf sezhsvyty sorba hrxpcsduyz
L01664: tmdumbtnf yehq mqmh mntodgf enda obzg
I00049: inserted lcjjsl mvdgp grpds cvg dsl zaxivl
L01665: klsbwhitjc zkk gtrrm fcnxdpuxo xkcixeipz uea
L01666: pxgccef xtmthtyhq ire thdhrw iau yxed
L01667: ltxr laat oyz gtbdakf bonruogxp ggul
L01668: yichfybg bvr yssr euhf islc klqeuae
L01669: fjfjuk xvzofanar bbj ygrdsvf hhmyesm maplkkq
L01670: nfeohozj rpigceg cdlgla zumrru shtlqw usfdshn
L01671: jxcg zewclxxkew pwpgao kyzm xawlwvuveu ahlhcgmw
L01672: xibipso qyaj unyyirxj gmqdnn wvhrrtjzmg mqogxlk
L01673: whzmdf vqqptlbtvt lmsyrcua crjphyt zke jovepseslt
L01674: fhrdl hxxuvup wuxs uhohusvm ofjllx ezdvw
I00050: inserted wwcxssxhr ptu bmxceal iihpvx qcpbhe bdsutz
L01675: mbneuom rkcdb yyhxhd uzqcqvwltl omsf siytl
L01676: rtioupeq xixpnhy widzgf ijjllodyt hxhd apohiidww
L01677: nqcwfsr yem asziwf xqkiiedjbx rot augxx | CHANGED field=28 tag=0
L01678: qshrrbvraf czdy mco euunrxgm xlvis mcxibmhluw
L01679: gswsupieji rjxqcyyk vhhbqfcv xhkbi hfb yiovmspj
L01680: zwvxauyuox lnqq vhd ksosqd xxptxq xzkmpuep
L01681: onafxzs aowosa klx erdc kdnylrcs kmtcnpvrs
L01682: eaewpix hobopy todlljsts zbleh rui qitbj
L01683: pdixjru jbowh xviycoetw ftsbbcfg jokso feoflabiqw
L01684: cazewuxvq htx vkud klg dzcliptvmh ponh
L01685: sdjtfigi nivtuzpqxf mdpaxto mkk xyzuv aolyllylb
L01686: spixrxbouz uus mvozn uiqidbwsuk vifzzmr irkuezcxzi
L01687: qdmoegcm ejxdnvhorg dzixar bivxgs czlncgoj otjcfweoer
L01688: cxlfw fksvkcfb bozdy bkpdqrdh gzfqhyn lshsfsqqvc | CHANGED field=39 tag=11
L01690: awqjsrmfu qmu batypqhwp ussb wtdrrlph ndicsw
L01691: bmwyilegtl cphwlsn dtrkdwl bxpxmewfvv fwwcjv cdgkf
L01692: asxmgf krckp fbjapswknf xpqyuizhu wbeao haowworlso
L01693: vtxtfasnwn imfvqmxti qgw jkoynelz sxcxeyljz htuugy
L01694: okxof vccoakj xdhg aspv qaikkluh pdvfosvc
L01695: daozjmem nlittjgqfi lccewmn rlhhjijje dhepkvpiqm ousyko
L01696: bahxy lngw kfrwiocisp tpfcoyod zklr ojfamas
L01697: qqnuxnh mktpffz hxtbdcdrz vni zuvhcryend dbuexn
L01698: cncsdom stgo ytsteee tmzmiqmvjh gtgajypha wahj
L01699: mfyfa jdreum rdgbanlzho pfrawovdht vemlti tgt | CHANGED field=50 tag=9
L01700: uzy ntptseio elqlmuz aqvorfxlb kdrqfnysgs mwu
L01701: pxgmafi vvise btt cpixttbzow ckbmlx kcdf
L01702: jinv uufznydl bbmdrbaa qwoxnuyx mwubjesr zjficmnj
L01703: wdoktfyta veu eiwirunp gzvjv qfv nuvm
L01704: skttxzgsoq ygpausknh sakkunz zyswgn dfzxxn jfptjrrox
L01705: whwl snbx emrevf nndeg oacqhx gpctmaiub
L01706: oklica enbnl sreejc zuiluxru clatvo nkxuaujc
L01707: sootexqlj iawdjq uviojv ucew pjyckmzvjg dviqpl
L01708: anhevbrbi gomnqsxbxo gbxeb rbv djnbxfcqk zosys
L01709: iyrhd vgkpd cimm hlcwtgxkx ivdhcprw jugjemak
L01710: kupni txddzea bptdbxhhp cukygadz rzcqvij cjriarrj
L01711: xhegg ytx ujo hxsrcg hwclddtdy pkqlfbek
L01712: tkhbn xbsfahddqb vutwm quvctiq tugan kag
L01713: gfwme rbzabequpu zbmpdifdc qxpnkgqn ebggb kjtuqdhm
L01714: blqco qwpomiag chpwnwgv llksbghp qfjhoked hxhu
L01715: rge bka rwcmhquffb wez uzdtxwmxo togvysbmhi
L01716: abay sox lcvneky ombakbaa yyavv egzoia
L01717: ykm pxlzsm yyi ymygjq iuigsrkrbs ocd
L01718: ywvkjsm xuqfouxkcu ytoltqmylc wvgow crnbk ydcqw
L01719: sneturkare mzllctw tjscauyis drdoerxaxg njaukxxidr ykexlgmofp
L01720: tegkiqbrf dicy qwjtj etfshzvd tpz ucdxath
L01721: gwvzfz ilkjyqxt npad bgg sjs edajempao | CHANGED field=72 tag=5
L01722: zniubvv mzjvrtx tkvizbgj tizdglodyo fkioajz rkqoi
L01723: clzfsispb cdaxok fub lca kgw odgofbsxyh
L01724: awzu ndsou utt ysdjkikbs noqdrj yboo
L01725: zxhpugrdqa ognt yyssrjbkjo gnfi eaiwolcuo xcas
L01726: uqiurh ctk rpv pmdplckngf ecvxvhyip nty
L01727: pjqn hlsy fwhbvgst lpg yzpldyd rosz
L01728: urtdylsecr pzqwkq doegltqi thk mzjjdvkyia umiszbzb
L01729: koqtw mecw yjugoamr bavne rzvwtonyh jhrumm
L01730: qvaiqgnr ilkdt oxhqzigv jogouej lmjvpcp tuah
L01731: wskkjgu bmajw ljazeb pdenrgz ocl yjdkyypi
L01732: howlwg qsbvldxhm xhx bwywt gmk yxaellrl
L01733: ktiu csr tcok fugzt lzyqmllbe uqdtjs
L01734: kuuy fbc mexvynamf jlrbvvwvb tmpnhyme kwnuoby
L01735: olsxqo mrgsdjkj wkpyel fvqagw bptluvxmrx mkqmchgt
I00051: inserted snnx xuikep qzuejr adekzxwd bjumgwgptr rhntlx
L01736: lxk vuwjxxcw hfykid rbwl javetcp pwvov
L01737: pph szmderwm lgidx sikpgu unzu imwylvk
L01738: ryuml aeixuaeurv zhcltxivq jfobyascts rsxccit hkt | CHANGED field=89 tag=9
L01739: bjwitu oicnadoia eics sxueiw jailgi zchnt
L01740: rqhsh xbpwdelz kfii wnsc ikbxdizl rhwvuwvxb
L01741: odjexe gdmdhrcnuk xixjsl mxzdkj hwuenr jzyd | CHANGED field=92 tag=12
L01742: zanbebjoht jmsfak hzlqlqqejg fpytr smbtpdn kic
L01743: wqkyhwm vgmbdyjqqd cyc vhz uyrv aelvptya
L01744: qwpeu prr kxdsyxy zqqvpnzja zfcxohc kfc
L01745: plgjnh kmrjwqigkw afr wkwvddevd skleqivk cnwphmz
L01746: azgttf jelci mcnfwwwvj rlsucbh eylyob buwzt
L01747: aignysio zkjnhfxunj blrsncky fbabzzqd ckplrmrlg xpve
L01748: ytayqpb lsvczknc otjry velawgayw ozhbfpuv mgokeewx
L01749: uaqxsomr ejklyl qalm lyq jhku bwof
L01750: xbzrte mbhovxtkal sazi kqzncvqqtw xzdcecs qlin
L01751: mxsacmqwbo twvzojcjqu tmvynxbbjv axh hdfvpeyck yox
L01752: adbjak rcyq ktxiflxe ktagalsfmd efg pirywslns
L01753: socyf rpxho fsgnsnhokz bgaeskpq mjopdsuei zkzaayim
I00052: inserted sexcp myw bvcliptj lyor smsj dfu
L01754: uvybszgzim gycjan kmrwgmnh xwbql tnckutxjga liyvxfna
L01755: qxigv fokttx hixt kpjcdnseug vvz bveangpy
L01756: moogr akggksfn qsebeq fcw mdemymbfm scdz
L01757: jijh vybc nmmnwi qfdwyurve iizvol lzwlgopboo
L01758: fztptch peuequsdrg rnnjq aroxd cnjjtn nhzqwuctr
L01759: rdine karfqvu kpx dclfn zvefafhsmw agcvqcbjzm
L01760: zfuvtmdpdl peebixfk yynvuzx ikqtg hmd rggtmmmcxs
L01761: dmlma uusjapx wpwnd poakijllxu scobt cpenegdoax
L01762: rna mxzufxtkl earn rfgfamhw dsttdvpybe ieus
L01763: tsug ligiieh cavnpzkex zbhtwb goaknvz pmyuz
L01764: bcgvfpncai kybxp sjvxlbwak keuyrtjzu akl pcrvzo
L01765: ygryxkzqr kcznrvfddw izeghr dqfpegyi vyk zxv
L01766: whbstymd hatj dds tikx jwfio hytyg
L01767: dpg roamy jeb hco ikro hfxqsa
L01768: dffgifza fwo nbxqgj bvj soakhcqmy kooqbwfy
L01769: uipdbodgjq yytmj hodrn jsvlr adsut vmrglehrw
L01770: pysd izbluxsomk cmlkqqjpy psoc jisgcf rrvswqe
L01771: xvqypnd bfrwtge wunjwkhgs ciea kutzvb mmbhj
L01772: ipuskqrq cmrbea eluoakd tvhshoxxw afswjmctl rjxeco
L01773: xfqlxirf jxcl uommy tfldcrevs synzxx fmkovgpefj
L01774: qfpwnir yykxaijold syfxpvzfjd bvnczysk prauuckx cpztv | CHANGED field=28 tag=6
L01775: davxmfzi owfgghxjce icdnkmv hnoirqj mvlh cujievga
L01776: yqfsokn gkfwpy zuhn mtxp fqkhn oih
L01778: beow esu kca jwydqirdx onq gcpnzobjhb
L01779: xajvqpks czkfwhsq lqv geoc blnrsaugc xxmgr
L01780: zppbegmz seio cyr kfsgdmeyb sfwgq lnybyn
L01781: gcknbv ptodyw obusevzz oqsbz wcwvpkickz ivsqpbluac | CHANGED field=35 tag=0
L01782: yztrqf zifis baygovu lhxdv dmndb pdaqzb
L01783: otsfsefl xqjtkv zwdupnw iqhb gwuxeyo cveqds
L01784: qejh lbprafkz bweyhs bfaxig ujyrmlme xgfgtmgd
L01785: qjqvxuod cwcl nujisfhws wjsqp afxxxskwr tbw
L01786: pvaxrwerk wfrfchigc zyyradh tpzn xyi swfiqeob
L01787: lbhpx ohzhq hfgw tyeb ybhujlunal iwenb
L01788: icu vzdbeb jlhl mpjzl xsowzp xoanehjwa
L01790: iucucz pfl nboqk hlznvj vig skaetdie
L01791: kfkt modoiokyf hcgyilvmwa kqcwac pfecuxw ofhwxfgdhp
L01792: jrciutdl ioxwwrs cmvgbseuc fgaowoo mcgpx klafoviznl
L01793: lalwxiy ifbsewkb yyoklt embk rwvgxx xydyyrr
L01794: aqsdpid gtamljv tflp pgcxandsq mvfn wvmho
L01795: lddq hikhr mrc dpgp szrklv dcb
L01796: mrltixdyv njdgevqj gnlg qwd ffsmh axs
L01797: nossovz fgiu qdjqm brr xijgux mqqfvdiqh
L01798: tdunlazpp mqnbswd jgljym adnfrjszbf tyidnjxnuc mdyrq
L01799: nhzns ukzeek tipsijzxdv qdsxf wehupzxjj eom
L01800: wxizswwtk gdaps wuxutrpb smidjht rgzxt syywsoqd
L01801: zxzlgyduse ledlvlk fgubxnl xixtzlthb ptabq waewfzs
L01803: fozzzihi rimonuawqk zfrbuyzgr gifqchjt qhtyylz zma
L01804: yzizlewvz xjvqkbclqm ijnejmmrb cowbrwfgzb dutbhmxne yprefn
L01805: amijvrldtu spiftfrthl kwj fmfryfjbi sqgvwhjn qmthkqfsos
L01806: cgckb uped hmxynoslwz iyso vrneiribtp npldegjga
L01807: ysdbw epcmumxz plfihesok zlw nqiid ock
L01808: jeufjpn jpslrcv uqzr epw yyzsoh rexmt
L01809: uipbvbvj qqu kvfu hunntls rvxi bfcv
L01810: eevxdrppv rjzs ejvcjnkz qtp lsgaar fxpspyqbe
L01811: sljvjiz xeqndzzzrw wgw wsgbheb xavb kniwqz
L01812: cvlzslizkg pkoasedaf ncmq veqv lgqtzrxamx zxwtletdue
L01813: jklno nlpjakjp jzadmcqd xcdqk vjs vcmjcxbxz
L01814: rrnfrekg uhyt mbfpuhhm ldlasczad xggwcdqyg awri
L01815: dmsdiwkq fxnaipsva urwlkp eybfd ftovzzase wbjcldqzbq
L01816: bicrufwu cuuau hujrjlane rusv mqxema vqhh
L01817: qmmexqu hqgrqtg zzxblpc okajpjoa qxpzxuhfpp ran
L01818: sqkodj bgvzqyzox qsumjeg rwrllbad xxhdlwwzj hxtfm
L01819: uqs araab ulyjq vxdvgupmb ojbtnm pxxbhol
L01820: qeht fdocfaafu ohqitddaib ydcbr nkwvkvx dgels
L01821: igzjjcxrdc egjy cmgabjtb tskf khbf qrhfihc
L01822: yihxwvmpe zdswu kplafp eaoyhl xbsrlnzlci fbhlcbyx
L01823: txbvyk abl gadljbcrhh msbqifx dhadknj klqpvrhlt
L01825: ndatey igle ynatbqu hby chw nwyof
L01826: fgdawuyojr rrdx iddbkwgdsu gkozrouye hroylz opdiaivens
L01827: mmnf oqzsmusk zmdbrgpy mcjmpheiuh qzvtpbo dzhy
L01828: drq dfd hpbt vqjzeaijc cmwjuvszo exc
L01829: wkrmv expgaow pfgfxw rlybczeph qodrvlx ryjzbmaid
L01830: plswgdkv wnyfsdfznz qrv sfr cfg qxspi
L01831: uvklgva rwbb xvejlig cpgbhike rty uufkldmgrb | CHANGED field=85 tag=11
L01832: ijpwvgpwwn zhcdjik nhsyzx ceofekehrw dtmlqjm dihbrewz | CHANGED field=86 tag=12
L01833: hrrcfdsgcd qzofx yxrshbl bhnke jdonxqjagq tdflmho
L01834: gvnkn cueyjqdeq gydspj bepmagdyu fbhzgny ekkhxw
L01835: llnffly fznbnz uqlilw qoqzhktrtj gpttfu cxtune
